Cand_Name,FEC ID#,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cand_State,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,STATE ABBREVIATION,CANDIDATE NAME,PARTY,GE WINNER INDICATOR,top_individual_contribution,top_total_disbursement,top_other_comm_contribution,top_party_comm_contribution,incumbent,open,Cand_Party_Affiliation_DEM,Cand_Party_Affiliation_OTHER,Cand_Party_Affiliation_REP,Cand_Office_St_AK,Cand_Office_St_AL,Cand_Office_St_AR,Cand_Office_St_AS,Cand_Office_St_AZ,Cand_Office_St_CA,Cand_Office_St_CO,Cand_Office_St_CT,Cand_Office_St_DC,Cand_Office_St_DE,Cand_Office_St_FL,Cand_Office_St_GA,Cand_Office_St_GU,Cand_Office_St_HI,Cand_Office_St_IA,Cand_Office_St_ID,Cand_Office_St_IL,Cand_Office_St_IN,Cand_Office_St_KS,Cand_Office_St_KY,Cand_Office_St_LA,Cand_Office_St_MA,Cand_Office_St_MD,Cand_Office_St_ME,Cand_Office_St_MI,Cand_Office_St_MN,Cand_Office_St_MO,Cand_Office_St_MP,Cand_Office_St_MS,Cand_Office_St_MT,Cand_Office_St_NC,Cand_Office_St_ND,Cand_Office_St_NE,Cand_Office_St_NH,Cand_Office_St_NJ,Cand_Office_St_NM,Cand_Office_St_NV,Cand_Office_St_NY,Cand_Office_St_OH,Cand_Office_St_OK,Cand_Office_St_OR,Cand_Office_St_PA,Cand_Office_St_RI,Cand_Office_St_SC,Cand_Office_St_SD,Cand_Office_St_TN,Cand_Office_St_TX,Cand_Office_St_UT,Cand_Office_St_VA,Cand_Office_St_VI,Cand_Office_St_VT,Cand_Office_St_WA,Cand_Office_St_WI,Cand_Office_St_WV,Cand_Office_St_WY,Cand_Office_Dist_0.0,Cand_Office_Dist_1.0,Cand_Office_Dist_2.0,Cand_Office_Dist_3.0,Cand_Office_Dist_4.0,Cand_Office_Dist_5.0,Cand_Office_Dist_6.0,Cand_Office_Dist_7.0,Cand_Office_Dist_8.0,Cand_Office_Dist_9.0,Cand_Office_Dist_10.0,Cand_Office_Dist_11.0,Cand_Office_Dist_12.0,Cand_Office_Dist_13.0,Cand_Office_Dist_14.0,Cand_Office_Dist_15.0,Cand_Office_Dist_16.0,Cand_Office_Dist_17.0,Cand_Office_Dist_18.0,Cand_Office_Dist_19.0,Cand_Office_Dist_20.0,Cand_Office_Dist_21.0,Cand_Office_Dist_22.0,Cand_Office_Dist_23.0,Cand_Office_Dist_24.0,Cand_Office_Dist_25.0,Cand_Office_Dist_26.0,Cand_Office_Dist_27.0,Cand_Office_Dist_28.0,Cand_Office_Dist_29.0,Cand_Office_Dist_30.0,Cand_Office_Dist_31.0,Cand_Office_Dist_32.0,Cand_Office_Dist_33.0,Cand_Office_Dist_34.0,Cand_Office_Dist_35.0,Cand_Office_Dist_36.0,Cand_Office_Dist_37.0,Cand_Office_Dist_38.0,Cand_Office_Dist_39.0,Cand_Office_Dist_40.0,Cand_Office_Dist_41.0,Cand_Office_Dist_42.0,Cand_Office_Dist_43.0,Cand_Office_Dist_44.0,Cand_Office_Dist_45.0,Cand_Office_Dist_46.0,Cand_Office_Dist_47.0,Cand_Office_Dist_48.0,Cand_Office_Dist_49.0,Cand_Office_Dist_50.0,Cand_Office_Dist_51.0,Cand_Office_Dist_52.0,Cand_Office_Dist_53.0,Cand_Office_Dist
"HUIZENGA, WILLIAM P THE HON.",H0MI02094,INCUMBENT,1201720.31,1309020.13,MI,430957.46,761906.03,0.0,MI,"Huizenga, Bill",R,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"GORMAN, JEFF",H4MI13200,CHALLENGER,0.0,0.0,MI,0.0,0.0,0.0,MI,"Gorman, Jeff",R,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
"MEADOWS, MARK R",H2NC11080,INCUMBENT,659568.95,625816.42,NC,367952.24,283767.08,0.0,NC,"Meadows, Mark",R,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
"HUDSON, RICHARD L. JR.",H2NC08185,INCUMBENT,2098886.3,2445102.02,NC,706357.63,1332615.0,0.0,NC,"Hudson, Richard",R,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
"HOLDING, GEORGE E MR.",H2NC13110,INCUMBENT,2773011.64,2786514.67,NC,1179908.47,1490245.13,0.0,NC,"Holding, George",R,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
"MARX, ANGELA KAYE",H6WA03176,CHALLENGER,13285.57,6847.52,WA,12996.5,0.0,0.0,WA,"Marx, Angela (Angie)",D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"STOKHAM, CHARLES WESLEY (CASPER)",H6CO01208,CHALLENGER,61218.73,60692.41,CO,53277.93,1375.0,6450.0,CO,"Stockham, Charles ""Casper""",R,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
"KLEPINGER, ROBERT P",H4OH10167,CHALLENGER,8434.5,8434.05,OH,0.0,1050.0,50.0,OH,"Klepinger, Robert ",D,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"KOKKONEN, MATT",H6CA24329,OPEN,220343.98,220343.98,CA,9101.0,0.0,0.0,CA,"Kokkonen, Matt T.",R,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
"VARGAS, JUAN C.",H2CA50026,INCUMBENT,1138131.37,1069031.38,CA,224522.32,782750.0,76.27,CA,"Vargas, Juan ",D,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51.0
"WHARTON, RICHARD SCOTT",H2OH15095,CHALLENGER,39981.0,38130.71,OH,18281.0,1000.0,200.0,OH,"Wharton, Scott",D,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
"SOUPHANAVONG, BERNIE",H6AK00300,CHALLENGER,0.0,0.0,AK,0.0,0.0,0.0,AK,"Souphanavong, Bernie",NAF,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"PLOTZENEDER, PETER H.",H6HI01303,OPEN,0.0,0.0,HI,0.0,0.0,0.0,HI,"Plotzeneder, Peter H.",N,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
"YU, EUGENE MR.",H4GA12051,CHALLENGER,55417.26,55423.31,GA,28007.87,0.0,0.0,GA,"Yu, Eugene",R,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
"BLOOM, TODD ANTHONY",H6WA06211,CHALLENGER,11522.0,11522.0,WA,6219.0,0.0,275.0,WA,"Bloom, Todd A.",R,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
"NUNEZ, EVANGELINE MARTINEZ",H6AZ07030,CHALLENGER,33620.36,32120.36,AZ,23911.26,5000.0,2000.0,AZ,"Nunez, Eve",R,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
"REEVES, ERNEST T",H6NC03161,CHALLENGER,0.0,0.0,NC,0.0,0.0,0.0,NC,"Reeves, Ernest T.",D,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"CANADA, MIKE",H6CA52122,CHALLENGER,17000.0,17000.0,CA,0.0,0.0,0.0,CA,"Canada, Kenneth ""Mike""",R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52.0
"WEST, BENJAMIN",H6OR05150,CHALLENGER,47138.87,47138.87,OR,43911.0,0.0,0.0,OR,"West, Ben",R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"LAWRENCE, BRENDA LULENAR",H2MI14111,INCUMBENT,872534.44,700510.92,MI,353429.21,517751.09,0.0,MI,"Lawrence, Brenda L.",D,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
"LEVIN, SANDER M MR",H2MI17023,INCUMBENT,1306856.98,1279793.74,MI,252813.1,1038880.0,0.0,MI,"Levin, Sander",D,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
"NOLAN, RICHARD M.",H2MN08111,INCUMBENT,3047314.2,2892902.31,MN,1878996.16,1149756.94,5172.61,MN,"Nolan, Rick ",DFL,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
"BULLWINKEL, DEBORAH M",H6IL08188,OPEN,90728.29,90728.29,IL,78800.0,5250.0,0.0,IL,"Bullwinkel, Deborah M.",D,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
"PICUS, PRESTON",H6CA12175,CHALLENGER,28479.57,19544.26,CA,28479.57,0.0,0.0,CA,"Picus, Preston",NOP,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
"ROUZER, DAVID CHESTON MR.",H2NC07096,INCUMBENT,1346086.13,742685.16,NC,560299.22,745365.52,720.0,NC,"Rouzer, David",R,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
"FENSTERMAKER, SCOTT LLOYD MR.",H6NY13170,OPEN,28220.0,14082.5,NY,4180.0,0.0,0.0,NY,"Fenstermaker, Scott Lloyd",TGP,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
"PLOWRIGHT, MISTY",H6CO05233,CHALLENGER,14542.37,13779.54,CO,12682.83,0.0,0.0,CO,"Plowright, Misty",D,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"WELLS, THOMAS BECKWITH",H6FL03073,CHALLENGER,7916.0,7757.0,FL,316.0,0.0,0.0,FL,"Wells, Tom",NPA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"BOMBERGER, JEFFREY",H6CA25193,CHALLENGER,0.0,0.0,CA,0.0,0.0,0.0,CA,"Bomberger, Jeff",W(NOP),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
"WILLIAMSON, WALTER JOHN",H2AZ05132,CHALLENGER,6470.77,6623.91,AZ,1828.77,0.0,0.0,AZ,"Williamson, W. John",D,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
"BACON, DONALD",H6NE02125,CHALLENGER,1607044.1,1579008.03,NE,1027119.25,547450.0,19250.0,NE,"Bacon, Don",R,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"LORENTZ, MICHAEL L",H6OH06152,CHALLENGER,11888.64,4890.34,OH,10888.64,1000.0,0.0,OH,"Lorentz, Michael L.",D,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
"HALL, RAY",H6TX04117,CHALLENGER,0.0,0.0,TX,0.0,0.0,0.0,TX,"Hall, Ray ",R,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"CASEY, KEITH",H6TX14132,CHALLENGER,0.0,0.0,TX,0.0,0.0,0.0,TX,"Casey, Keith",R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
"MENDOZA, BEN",H6TX16111,CHALLENGER,0.0,0.0,TX,0.0,0.0,0.0,TX,"Mendoza, Ben ",D,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
"FISHER, SHARON JOY",H6TX18166,CHALLENGER,0.0,0.0,TX,0.0,0.0,0.0,TX,"Fisher, Sharon Joy",R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
"KEY, JOHN C.",H6TX19164,OPEN,0.0,0.0,TX,0.0,0.0,0.0,TX,"Key, John C.",R,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0
"SKOLNICK, SHELTON",H2MD08084,OPEN,1200.0,765.0,MD,200.0,0.0,0.0,MD,"Skolnick, Shelly",R,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
